Average Latency : 1.53  Packet Loss 0.0
Average Latency : 1.64  Packet Loss 0.0
Average Latency : 1.48  Packet Loss 0.0
Average Latency : 1.48  Packet Loss 0.0
Average Latency : 2.01  Packet Loss 0.0
Average Latency : 2.52  Packet Loss 0.0
Average Latency : 1.94  Packet Loss 0.0
Average Latency : 1.74  Packet Loss 0.0
Average Latency : 1.85  Packet Loss 0.0
Average Latency : 1.67  Packet Loss 0.0
Average Latency : 1.47  Packet Loss 0.0
Average Latency : 1.33  Packet Loss 0.0
Average Latency : 1.47  Packet Loss 0.0
Average Latency : 1.58  Packet Loss 0.0
Average Latency : 1.64  Packet Loss 0.0
Average Latency : 2.11  Packet Loss 0.0
Average Latency : 2.03  Packet Loss 0.0
Average Latency : 1.78  Packet Loss 0.0
Average Latency : 1.5  Packet Loss 0.0
Average Latency : 1.38  Packet Loss 0.0
Average Latency : 1.41  Packet Loss 0.0
Average Latency : 1.4  Packet Loss 0.0
Average Latency : 1.57  Packet Loss 0.0
Average Latency : 1.46  Packet Loss 0.0
Average Latency : 1.45  Packet Loss 0.0
Average Latency : 1.33  Packet Loss 0.0
Average Latency : 1.59  Packet Loss 0.0
Average Latency : 2.7  Packet Loss 0.0
Average Latency : 3.23  Packet Loss 0.0
Average Latency : 2.02  Packet Loss 0.0
Average Latency : 1.99  Packet Loss 0.0
Average Latency : 1.54  Packet Loss 0.0
Average Latency : 2.33  Packet Loss 0.0
Average Latency : 1.71  Packet Loss 0.0
Average Latency : 2.19  Packet Loss 0.0
Average Latency : 1.34  Packet Loss 0.0
Average Latency : 1.78  Packet Loss 0.0
Average Latency : 1.5  Packet Loss 0.0
Average Latency : 1.68  Packet Loss 0.0
Average Latency : 1.72  Packet Loss 0.0
