Average Latency : 2.58  Packet Loss 0.0
Average Latency : 1.93  Packet Loss 0.0
Average Latency : 2.35  Packet Loss 0.0
Average Latency : 2.0  Packet Loss 0.0
Average Latency : 2.26  Packet Loss 0.0
Average Latency : 1.88  Packet Loss 0.0
Average Latency : 1.95  Packet Loss 0.0
Average Latency : 1.82  Packet Loss 0.0
Average Latency : 1.88  Packet Loss 0.0
Average Latency : 2.13  Packet Loss 0.0
Average Latency : 2.68  Packet Loss 0.0
Average Latency : 2.66  Packet Loss 0.0
Average Latency : 1.92  Packet Loss 0.0
Average Latency : 2.34  Packet Loss 0.0
Average Latency : 2.07  Packet Loss 0.0
Average Latency : 1.87  Packet Loss 0.0
Average Latency : 2.22  Packet Loss 0.0
Average Latency : 3.62  Packet Loss 0.0
Average Latency : 2.24  Packet Loss 0.0
Average Latency : 2.33  Packet Loss 0.0
Average Latency : 2.19  Packet Loss 0.0
Average Latency : 2.02  Packet Loss 0.0
Average Latency : 3.54  Packet Loss 0.0
Average Latency : 2.84  Packet Loss 0.0
Average Latency : 2.48  Packet Loss 0.0
Average Latency : 2.19  Packet Loss 0.0
Average Latency : 1.87  Packet Loss 0.0
Average Latency : 1.83  Packet Loss 0.0
Average Latency : 2.03  Packet Loss 0.0
Average Latency : 2.16  Packet Loss 0.0
Average Latency : 1.98  Packet Loss 0.0
Average Latency : 2.02  Packet Loss 0.0
Average Latency : 2.36  Packet Loss 0.0
Average Latency : 1.79  Packet Loss 0.0
Average Latency : 2.09  Packet Loss 0.0
Average Latency : 1.98  Packet Loss 0.0
Average Latency : 2.36  Packet Loss 0.0
Average Latency : 2.02  Packet Loss 0.0
Average Latency : 2.05  Packet Loss 0.0
Average Latency : 2.33  Packet Loss 0.0
