Average Latency : 2.02  Packet Loss 0.0
Average Latency : 2.09  Packet Loss 0.0
Average Latency : 2.05  Packet Loss 0.0
Average Latency : 2.47  Packet Loss 0.0
Average Latency : 2.36  Packet Loss 0.0
Average Latency : 2.18  Packet Loss 0.0
Average Latency : 2.24  Packet Loss 0.0
Average Latency : 2.17  Packet Loss 0.0
Average Latency : 1.93  Packet Loss 0.0
Average Latency : 2.03  Packet Loss 0.0
Average Latency : 1.88  Packet Loss 0.0
Average Latency : 2.06  Packet Loss 0.0
Average Latency : 2.6  Packet Loss 0.0
Average Latency : 2.98  Packet Loss 0.0
Average Latency : 2.08  Packet Loss 0.0
Average Latency : 3.48  Packet Loss 0.0
Average Latency : 2.23  Packet Loss 0.0
Average Latency : 3.24  Packet Loss 0.0
Average Latency : 2.3  Packet Loss 0.0
Average Latency : 2.21  Packet Loss 0.0
Average Latency : 2.4  Packet Loss 0.0
Average Latency : 2.11  Packet Loss 0.0
Average Latency : 1.82  Packet Loss 0.0
Average Latency : 2.43  Packet Loss 0.0
Average Latency : 2.15  Packet Loss 0.0
Average Latency : 2.02  Packet Loss 0.0
Average Latency : 2.04  Packet Loss 0.0
Average Latency : 2.26  Packet Loss 0.0
Average Latency : 1.99  Packet Loss 0.0
Average Latency : 2.04  Packet Loss 0.0
Average Latency : 2.02  Packet Loss 0.0
Average Latency : 2.09  Packet Loss 0.0
Average Latency : 2.02  Packet Loss 0.0
Average Latency : 2.47  Packet Loss 0.0
Average Latency : 2.44  Packet Loss 0.0
Average Latency : 3.17  Packet Loss 0.0
Average Latency : 3.44  Packet Loss 0.0
Average Latency : 2.73  Packet Loss 0.0
Average Latency : 2.69  Packet Loss 0.0
Average Latency : 2.34  Packet Loss 0.0
