Average Latency : 3.48  Packet Loss 0.0
Average Latency : 2.33  Packet Loss 0.0
Average Latency : 3.06  Packet Loss 0.0
Average Latency : 2.61  Packet Loss 0.0
Average Latency : 2.95  Packet Loss 0.0
Average Latency : 2.28  Packet Loss 0.0
Average Latency : 2.32  Packet Loss 0.0
Average Latency : 2.53  Packet Loss 0.0
Average Latency : 3.23  Packet Loss 0.0
Average Latency : 2.46  Packet Loss 0.0
Average Latency : 2.39  Packet Loss 0.0
Average Latency : 2.88  Packet Loss 0.0
Average Latency : 1.92  Packet Loss 0.0
Average Latency : 5.08  Packet Loss 0.0
Average Latency : 2.24  Packet Loss 0.0
Average Latency : 2.78  Packet Loss 0.0
Average Latency : 3.82  Packet Loss 0.0
Average Latency : 3.05  Packet Loss 0.0
Average Latency : 2.02  Packet Loss 0.0
Average Latency : 2.53  Packet Loss 0.0
Average Latency : 2.62  Packet Loss 0.0
Average Latency : 3.19  Packet Loss 0.0
Average Latency : 3.59  Packet Loss 0.0
Average Latency : 3.54  Packet Loss 0.0
Average Latency : 6.03  Packet Loss 0.0
Average Latency : 2.65  Packet Loss 0.0
Average Latency : 2.51  Packet Loss 0.0
Average Latency : 1.94  Packet Loss 0.0
Average Latency : 3.93  Packet Loss 0.0
Average Latency : 2.39  Packet Loss 0.0
Average Latency : 3.03  Packet Loss 0.0
Average Latency : 2.76  Packet Loss 0.0
Average Latency : 2.07  Packet Loss 0.0
Average Latency : 2.24  Packet Loss 0.0
Average Latency : 1.99  Packet Loss 0.0
Average Latency : 2.06  Packet Loss 0.0
Average Latency : 2.37  Packet Loss 0.0
Average Latency : 2.42  Packet Loss 0.0
Average Latency : 2.13  Packet Loss 0.0
Average Latency : 2.5  Packet Loss 0.0
